Tên Merchant,Tên thương hiệu/ cửa hàng,Danh mục ngành hàng,điểm bán,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Địa chỉ,Số điện thoại,Website,Mô tả,Tên ảnh
HKD ĐẶNG THỊ PHƯƠNG,QAMS PHƯƠNG,Thời trang,QAMS PHƯƠNG,Hải Phòng,Ngô Quyền,Cầu Đất,"Quầy số 63, tổ QAMS 11, chợ Ga",,,,
HKD HOÀNG THỊ LỆ HƯƠNG,COPPHA DINH CHIEN,Dịch vụ khác,COPPHA DINH CHIEN,Hải Phòng,Hồng Bàng,Sở Dầu,"Số 9 An Châu, Phường Sở Dầu,",,,,
HKD LẠ STORE,THỜI TRANG NAM,Thời trang,THỜI TRANG NAM,Nghệ An,Vinh,Hưng Dũng,Số 93 đ Nguyễn Viết Xuân,,,,
HKD LẠ STORE,THỜI TRANG NAM,Thời trang,THỜI TRANG NAM,Nghệ An,Vinh,Hưng Dũng,Số 68 Nguyễn Viết Xuân,,,,
HKD TÔ VĂN TIẾN,TÔ TIẾN,Điện tử - Điện máy,TÔ TIẾN,Nghệ An,Vinh,Hưng Dũng,Đường Nguyễn Viết Xuân,,,,
HKD TRẦN VĂN CƯỜNG,TRAN CUONG,Dịch vụ khác,TRAN CUONG,Nghệ An,Vinh,Lê Mao,Số 107 Nguyễn Thị Minh Khai,,,,
HKD TRẦN MẠNH ĐÔNG,MẠNH ĐÔNG,Thời trang,MẠNH ĐÔNG,Nghệ An,Vinh,Hồng Sơn,Chợ Vinh,,,,
HKD TRẦN MẠNH ĐÔNG,MẠNH ĐÔNG,Thời trang,MẠNH ĐÔNG,Nghệ An,Nam Đàn,Nam Đàn,Khối Mai Hắc Đế,,,,
HKD TRẦN MẠNH ĐÔNG,MẠNH ĐÔNG,Thời trang,MẠNH ĐÔNG,Nghệ An,Thanh Chương,TT Dùng,Thị trấn Dùng,,,,
HKD NGUYỄN THỊ TRIỀU,SHOP THUY TRIEU,Thời trang,SHOP THUY TRIEU,Nghệ An,Vinh,Hà Huy Tập,Số 438 Nguyễn Trãi,,,,
HKD NGUYỄN THỊ THU HẢO,ROSES GARDEN,Dịch vụ khác,ROSES GARDEN,Nghệ An,Vinh,Hà Huy Tập,Số 109 Hà Huy Tập,,,,
HKD ĐẶNG VĂN HẢI,VĂN HẢI 1,Thời trang,VĂN HẢI 1,Nghệ An,Vinh,Hồng Sơn,Chợ Vinh,,,,
HKD ĐẶNG VĂN HẢI,VĂN HẢI 2,Thời trang,VĂN HẢI 2,Nghệ An,Vinh,Quang Trung,Chợ Quang Trung,,,,
HKD ĐẶNG VĂN HẢI,VĂN HẢI 3,Thời trang,VĂN HẢI 3,Nghệ An,Vinh,Hưng Dũng,Chợ Hưng Dũng,,,,
CÔNG TY TNHH VÂN ANH SÀI GÒN,NỘT THẤT VÂN ANH SÀI GÒN,Nội thất,NỘT THẤT VÂN ANH SÀI GÒN,Nghệ An,Vinh,Quán Bàu,Số 213 đ Nguyễn Trãi,,,,
CÔNG TY TNHH VÂN ANH SÀI GÒN,NỘT THẤT VÂN ANH SÀI GÒN,Nội thất,NỘT THẤT VÂN ANH SÀI GÒN,Nghệ An,Vinh,Quán Bàu,Số 209 đ Nguyễn Trãi,,,,
CÔNG TY TNHH VÂN ANH SÀI GÒN,NỘT THẤT VÂN ANH SÀI GÒN,Nội thất,NỘT THẤT VÂN ANH SÀI GÒN,Nghệ An,Vinh,Quán Bàu,Số 207 đ Nguyễn Trãi,,,,
CÔNG TY TNHH VÂN ANH SÀI GÒN,NỘT THẤT VÂN ANH SÀI GÒN,Nội thất,NỘT THẤT VÂN ANH SÀI GÒN,Nghệ An,Vinh,Quán Bàu,Số 205 đ Nguyễn Trãi,,,,
CÔNG TY TNHH VÂN ANH SÀI GÒN,NỘT THẤT VÂN ANH SÀI GÒN,Nội thất,NỘT THẤT VÂN ANH SÀI GÒN,Nghệ An,Vinh,Quán Bàu,Số 203 đ Nguyễn Trãi,,,,
HKD KÍNH MẮT GIÁ RẺ,KÍNH MẮT GIÁ RẺ,Thời trang,KÍNH MẮT GIÁ RẺ,Hà Nội,Hoàng Mai,Đại Kim,Số 1 Nguyễn Hữu Thọ,,,,
HKD KÍNH MẮT GIÁ RẺ,KÍNH MẮT GIÁ RẺ,Thời trang,KÍNH MẮT GIÁ RẺ,Hà Nội,Đống Đa,Cát Linh,128 Giảng Võ,,,,
HKD KÍNH MẮT GIÁ RẺ,KÍNH MẮT GIÁ RẺ,Thời trang,KÍNH MẮT GIÁ RẺ,Hà Nội,Thanh Xuân,Phương Liệt,Số 1 Trường Chinh,,,,
HKD DHOMEM,DHOMEM STORE,Thời trang,DHOMEM STORE,Hà Nội,Đống Đa,Trung Tự,Số 79 Đặng Văn Ngữ,,,,
HKD PHỤ KIỆN ONION,PHỤ KIỆN ONION,Điện tử - Điện máy,PHỤ KIỆN ONION,Hà Nội,Hai Bà Trưng,Lê Đại Hành,"130 Mai Hắc Đế,",,,,
HKD PHỤ KIỆN ONION,PHỤ KIỆN ONION,Điện tử - Điện máy,PHỤ KIỆN ONION,Hà Nội,Đống Đa,Láng Thượng,7A Ngõ 76 Nguyễn Chí Thanh,,,,
HKD PHỤ KIỆN ONION,PHỤ KIỆN ONION,Điện tử - Điện máy,PHỤ KIỆN ONION,Hà Nội,Cầy Giấy,Cổ Nhuế 1,69 Phạm Tuấn Tài,,,,
CÔNG TY CP PHÁT TRIỂN CÔNG NGHỆ THƯƠNG MẠI VÀ DU LỊCH,,Du lịch,,Hà Nội,Hoàn Kiếm,Trân hưng đạo,Số 81A - Trần Quốc Toản,,,,
CÔNG TY CP VUA ẢNH,PHOTO KING,Điện tử - Điện máy,PHOTO KING,Hà Nội,Từ Liêm,Cổ Nhuế,186 Hoàng Quốc Việt,,,,
CÔNG TY CP VUA ẢNH,PHOTO KING,Điện tử - Điện máy,PHOTO KING,Hà Nội,Đống Đa,Phương Liên,249 Xã Đàn,,,,
HKD DILY,DILY,Thời trang,DILY,Hà Nội,Đống Đa,láng thượng,166 Chùa Láng,,,,
HKD DILY,DILY,Thời trang,DILY,Hà Nội,Cầy Giấy,Cầu Giấy,175 Cầu Giấy,,,,
CTY TNHH XUÂN CÔNG,CTY TNHH XUÂN CÔNG,Nội thất,CTY TNHH XUÂN CÔNG,Hà Nội,Cầy Giấy,Nghĩa Đô,Số 29 đường hoàng quốc việt,,,,
HKD PHẠM THANH HUYỀN,BÁNH HUYỀN,Mua sắm,BÁNH HUYỀN,Hải Phòng,Hồng Bàng,Sở Dầu,Số 1013 Tôn Đức Thắng,,,,
HKD LÊ THỊ KIM CHUNG,VẢI KIM CHUNG,Thời trang,VẢI KIM CHUNG,Hải Phòng,Ngô Quyền,Cầu Đất,"Quầy 28+34, tổ vải 7 Chợ Ga",,,,
HKD PHẠM THỊ THANH THÚY,TẠP HÓA THÚY,Siêu thị - Cửa hàng tạp hóa,TẠP HÓA THÚY,Hải Phòng,Hồng Bàng,Thượng Lý,Số 5 Nguyễn Hồng Quân,,,,
HKD NGUYỄN BÁ TRIÊM,BÁ TRIÊM,Thời trang,BÁ TRIÊM,Nghệ An,Vinh,Hưng Phúc,Số 97 đường Hecman,,,,
HKD NGUYỄN ĐỨC TRỌNG,ĐỨC TRỌNG,Dịch vụ khác,ĐỨC TRỌNG,Nghệ An,Vinh,Quang Trung,"Chợ Quang Trung,",,,,
HKD NGUYỄN ĐỨC TRỌNG,ĐỨC TRỌNG,Dịch vụ khác,ĐỨC TRỌNG,Nghệ An,Vinh,Hồng Sơn,Chợ Vinh,,,,
HKD NGUYỄN ĐỨC TRỌNG,ĐỨC TRỌNG,Thời trang,ĐỨC TRỌNG,Nghệ An,Vinh,Lê Lợi,Chợ Ga,,,,
HKD NGÔ TẤT MẠN,M SHOP,Thời trang,M SHOP,Nghệ An,Vinh,Hưng Dũng,Số 73 đường Hecman,,,,
HKD NGUYỄN KHẮC THÀNH,TP ATS THANH VINH,Thực phẩm sạch,TP ATS THANH VINH,Nghệ An,Vinh,Hưng Phúc,Số 157 đường Hecman,,,,
CÔNG TY CP NỘI THẤT THƯƠNG MẠI VÀ DỊCH VỤ NỘI THẤT ĐÔNG THẢO,NỘT THẤT ĐÔNG THẢO ,Nội thất,NỘT THẤT ĐÔNG THẢO ,Nghệ An,Vinh,Hà Huy Tập,"Số 17b, đường Hà Huy Tập, khối 11",,,,
CÔNG TY CP NỘI THẤT THƯƠNG MẠI VÀ DỊCH VỤ NỘI THẤT ĐÔNG THẢO,NỘT THẤT ĐÔNG THẢO ,Nội thất,NỘT THẤT ĐÔNG THẢO ,Nghệ An,Vinh,Hà Huy Tập,"số 223 đường Hà Huy Tập, khối 11",,,,
CÔNG TY CP NỘI THẤT THƯƠNG MẠI VÀ DỊCH VỤ NỘI THẤT ĐÔNG THẢO,NỘT THẤT ĐÔNG THẢO ,Nội thất,NỘT THẤT ĐÔNG THẢO ,Nghệ An,Vinh,Hà Huy Tập,Địa chỉ kinh doanh số 185 đường Hà Huy Tập,,,,
HKD NGUYỄN THỊ HIỀN,BẢO BẢO MI MI,Thời trang,BẢO BẢO MI MI,Nghệ An,Vinh,Hưng Phúc,Số 50 Đường Hecman,,,,
HKD PHAN THỊ HUYỀN,PHAN HUYỀN,Thời trang,PHAN HUYỀN,Nghệ An,Vinh,Hưng Dũng,Đường Nguyễn Viết Xuân,,,,
HKD PHAN THỊ HUYỀN,PHAN HUYỀN,Thời trang,PHAN HUYỀN,Nghệ An,Vinh,Hà Huy Tập,Đường Lý Tự Trọng,,,,
HKD NGUYỄN VĂN HẬU,TIẾN DŨNG,Thời trang,TIẾN DŨNG,Nghệ An,Vinh,Cửa Nam,Số 136 đường Đặng Thái Thân,,,,
HKD VÕ VĂN CƯƠNG,VĂN CƯƠNG,Thời trang,VĂN CƯƠNG,Nghệ An,Vinh,Hà Huy Tập,Số 30 đường Lý Tự Trọng,,,,
HKD VÕ VĂN CƯƠNG,VĂN CƯƠNG,Thời trang,VĂN CƯƠNG,Nghệ An,Vinh,Hà Huy Tập,Số 7 đường Hà Huy Tập,,,,
Bổ sung tid (Cty CP Dịch vụ Jumaa ),JUMAA,Dịch vụ khác,JUMAA,Hà Nội,Đống Đa,Trung Liệt,324 Thái Hà,,,,
HKD Phạm Hồng Quân,REM BORMN,Mua sắm,REM BORMN,Hà Nội,Ba Đình,Liễu Giai,Số 1 Đốc Ngữ,,,,
HKD Cửa hàng Kobestore,KOBESTORE,Thời trang,KOBESTORE,Hà Nội,Đống Đa,Khương Thượng,Số 86 Ngõ 10 Tôn Thất Tùng,,,,
HKD Nguyễn Thị Kim Chi,LAVCHI CLOTHES,Thời trang,LAVCHI CLOTHES,Hà Nội,Đống Đa,Láng Thượng,Số 6 Ngách 18 Ngõ 84 Chùa Láng,,,,
Bổ sung tid ( Cty CP Đầu tư Richhomes),Richhomes,Dịch vụ khác,Richhomes,Hà Nội,Đống Đa,Nam Đồng,Số 77 Ngách 129,,,,
HKD KTBH Trần Thị Nga,HOA LINH ANH ,Dịch vụ khác,HOA LINH ANH ,Hà Nội,Đống Đa,Ô Chợ Dừa,88 Trần Quang Diệu,,,,
HKD KTBH Trần Thị Nga,HOA LINH ANH ,Dịch vụ khác,HOA LINH ANH ,Hà Nội,Đống Đa,Ô Chợ Dừa,5/84 Trần Quang Diệu,,,,
Cty CP Leka,",LEKA",Thời trang,",LEKA",Hà Nội,Hai Bà Trưng,Lê Đại Hành,"K2L2 Tháp B, TTTM Vincom, 191 Bà Triệu",,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hai Bà Trưng,Tương Mai,373 Trương Định,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hai Bà Trưng,Bạch Mai,"336 Bạch Mai,",,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hai Bà Trưng,Bạch Mai,396 Bạch Mai,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hoàng Mai,vĩnh Hưng,199 Lĩnh Nam,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hai Bà Trưng,Minh Khai,300 Minh Khai,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Hai Bà Trưng,Đồng Tâm,109A Đại La,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Thanh Xuân,Định Công,232 Định Công,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Thanh Xuân,Hạ Đình,182A Khương Đình,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Đống Đa,Quốc Tử Giám,57 Tôn Đức Thắng,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Đống Đa,Láng Thượng,818 Đường Láng,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Cầu Giấy,dịch vọng hậu,68 Trần Quốc Hoàn,,,,
CTy TNHH DV & PT Viet Mark,Viet Mark,Mua sắm,Viet Mark,Hà Nội,Thanh Xuân,Khương Mai,51 Hoàng Văn Thái,,,,
HKD Nguyễn Danh Tân 1992 HĐ,DI DONG TAN TAN,Điện tử - Điện máy,DI DONG TAN TAN,Hà Nội,Hoài Đức,Dương Liễu,Thôn Chàng Chợ,,,,
HKD Nguyễn Huy Vận, TRI NGA,Nội thất, TRI NGA,Hà Nội,Hoài Đức,Dương Liễu,Thôn Mới,,,,
HKD Lê Thị Loan,LEE SHOP,Thời trang,LEE SHOP,Hà Nội,Cầy Giấy,Yên Hòa,52 Yên Hòa,,,,
HKD Nguyễn Hữu Công,HEAVEN SHOP,Thời trang,HEAVEN SHOP,Hà Nội,Đống Đa,Láng Hạ,15 Ngõ 87 Láng Hạ,,,,
HKD Điều Ước,DIEU UOC ,Siêu thị - Cửa hàng tạp hóa,DIEU UOC ,Hà Nội,Hoàn Kiếm,Cửa Nam,"65 Phố Cửa Nam,",,,,
HKD Thời trang Thu Huyền,VINCY ,Thời trang,VINCY ,Hà Nội,Hai Bà Trưng,Lê Đại Hành,320 Bà Triệu,,,,
"HKD ""BO""8 Cửa Nam",",BO SHOP",Thời trang,",BO SHOP",Hà Nội,Hoàn Kiếm,Cửa Nam,Số 8 Cửa Nam,,,,
HKD Nguyễn Thị Hoa,",MIT STORE",Thời trang,",MIT STORE",Hà Nội,Đống Đa,Trung Liệt,18 Khương Thượng,,,,
HKD Trần Tuấn Thành,",BB LUXURY",Thời trang,",BB LUXURY",Hà Nội,Hoàn Kiếm,Cửa Nam,9A Cửa Nam,,,,
HKD Nguyễn Bích Ngọc,NGOC FASHION,Thời trang,NGOC FASHION,Hà Nội,Thanh Xuân,Khương Mai,178 Nguyễn Ngọc Nại,,,,
HKD CAO THI MAI HƯỜNG,MAI HƯƠNG,Thời trang,MAI HƯƠNG,Thanh Hóa,Thanh Hóa,Ba Đình,Số nhà 93 đường Lê Hoàn,,,,
HKD PHẠM THỊ QUỲNH NGA,F5 CLOSE,Thời trang,F5 CLOSE,Thanh Hóa,Thanh Hóa,Ngọc Trạo,Số nhà 12 Quang Trung,,,,
HKD HOÀNG THỊ CẨM TRANG,LẠ SHOP,Thời trang,LẠ SHOP,Nghệ An,Vinh,Hưng Bình,Số 58 Đường Kim Đồng,,,,
HKD MAI THỊ KIÊU,THÚY TÌNH KIỀU,Nội thất,THÚY TÌNH KIỀU,Hải Phòng,Ngô Quyền,Cầu Đất,Quầy số 26+27 tổ Thủy tinh,,,,
HKD MAI THỊ ÁNH,ĐỒ CHƠI ÁNH,Mua sắm,ĐỒ CHƠI ÁNH,Hải Phòng,Ngô Quyền,Lạc Viên,"Số quầy 24 tầng 1, siêu thị Coopmart",,,,
HKD HOÀNG THỊ KIM DUNG,QUẦN ÁO KIM DUNG,Thời trang,QUẦN ÁO KIM DUNG,Hải Phòng,Ngô Quyền,Cầu Đất,"Quầy số 3, Tổ Vải 1",,,,
HKD NGUYỄN VĂN TIẾN,NHÀ HÀNG DUYÊN HẢI,Nhà hàng,NHÀ HÀNG DUYÊN HẢI,Hải Phòng,Hải An,Đông Hải 1,Số 441 Đà Nẵng,,,,
HKD Nguyễn Minh Ngọc,",ANH STORE",Thời trang,",ANH STORE",Hà Nội,Đống Đa,Trung Liệt,Số 69 Khương Thượng,,,,
HKD KTBH Trần Thị Trà My,NHI CA PHE,Quán café,NHI CA PHE,Hà Nội,Hoàng Mai,Mai Động,Số 4 Tam Trinh,,,,
HKD Nguyễn Lê Minh,MINH SPORT,Thời trang,MINH SPORT,Hà Nội,Đống Đa,Láng Thượng,540 Đường Láng,,,,
HKD Nguyễn Hữu Dũng,ARUI SHOP,Thời trang,ARUI SHOP,Hà Nội,Đống Đa,Phương Mai,Phòng 117 nhà C11 ngõ 28 Lương Định Của,,,,
HKD Nguyễn Thị Lan Anh,",TINA LAN COLLECTION",Thời trang,",TINA LAN COLLECTION",Hà Nội,Đống Đa,Láng Thượng,Số 1084 Đường Láng,,,,
HKD Gấu Bông Online,Gấu bông Online,Mua sắm,Gấu bông Online,Hà Nội,Cầy Giấy,Trung Hòa,Số 6 Ngõ 171 Nguyễn Ngọc Vũ,,,,
HKD Gấu Bông Online,Gấu bông Online,Mua sắm,Gấu bông Online,Hà Nội,Đống Đa,Trung Liệt,346 Thái Hà,,,,
HKD Lê Thị Tình,F YOUNG,Thời trang,F YOUNG,Hà Nội,Thanh Xuân,Thượng Đình,236 Thượng Đìnhi,,,,
HKD Nguyễn Việt Hà F Young,F YOUNG,Thời trang,F YOUNG,Hà Nội,Đống Đa,Ô Chợ Dừa,Số 137 Đông Các,,,,
HKD Nguyễn Việt Hà F Young,F YOUNG,Thời trang,F YOUNG,Hà Nội,Đống Đa,Trung Tự,"101-D2 Đặng Văn Ngữ,",,,,
Bổ sung tid ( Cty CP Gymdi),GYMDI,Thời trang,GYMDI,Hà Nội,Đống Đa,Thịnh Quang,71A Yên Lãng,,,,
Bổ sung tid ( Cty CP Gymdi),GYMDI,Thời trang,GYMDI,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,553 Minh Khai,,,,
Bổ sung tid ( Cty CP Gymdi),GYMDI,Thời trang,GYMDI,Hà Nội,Long Biên,Gia Thụy,664 Nguyễn Văn Cừ,,,,
HKD KTBH Nguyễn Phương Chi,WORLD PHONE,Điện tử - Điện máy,WORLD PHONE,Hà Nội,Đống Đa,Quang Trung,110 Tây Sơn,,,,
HKD Nguyễn Hồng Nhung -87,NGOC NHUNG HAIRSALON,Spa – Làm đẹp,NGOC NHUNG HAIRSALON,Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,63 Lò Đúc,,,,
CÔNG TY CP MEGA SUN,",nhathuoc365",Dịch vụ khác,",nhathuoc365",Hà Nội,Cầu Giấy,Trung Hòa,P2203 Tòa nhà 24T2 Hoàng Đạo Thúy,,,,
HKD NGUYỄN MINH THÔNG VÀ NGUYỄN THỊ HẢI YẾN,MOMO SHOP,Thời trang,MOMO SHOP,Hà Nội,Ba Đình,Kim Mã,Số 127 Núi Trúc,,,,
HKD NGUYỄN MINH THÔNG VÀ NGUYỄN THỊ HẢI YẾN,MOMO SHOP,Thời trang,MOMO SHOP,Hà Nội,Ba Đình,Đội Cấn,Số 81 Đội Cấn,,,,
HKD LINH,Linh,Thời trang,Linh,Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,Số 73 Thợ Nhuộm,,,,
HKD KHÔNG TÊN - NGUYỄN HỒNG VÂN,        CURVY Q,Thời trang,        CURVY Q,Hà Nội,Đống Đa,Trung Liệt,272 Thái Hà,,,,
HKD KHÔNG TÊN - NGUYỄN HỒNG VÂN,        CURVY Q,Thời trang,        CURVY Q,Hà Nội,Hoàn Kiếm,Hàng Bông,14B Hội Vũ,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,CÔNG TY CỔ PHẦN BỒ CÂU,Dịch vụ khác,CÔNG TY CỔ PHẦN BỒ CÂU,Hà Nội,Cầy Giấy,Quan Hoa,Số 93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đào Xuân Vịnh,Dịch vụ khác,Đào Xuân Vịnh,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Nguyễn Hồng Quân,Dịch vụ khác,Nguyễn Hồng Quân,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đặng Hồng Thái,Dịch vụ khác,Đặng Hồng Thái,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Nguyễn Việt Cường,Dịch vụ khác,Nguyễn Việt Cường,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Lưu Xuân Bách,Dịch vụ khác,Lưu Xuân Bách,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đinh Tiến Đại,Dịch vụ khác,Đinh Tiến Đại,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Mai Sơn Lâm,Dịch vụ khác,Mai Sơn Lâm,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Trần Xuân Bách,Dịch vụ khác,Trần Xuân Bách,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Hoàng Văn Vinh,Dịch vụ khác,Hoàng Văn Vinh,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Nguyễn Duy Việt,Dịch vụ khác,Nguyễn Duy Việt,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Nguyễn Hồi Giang,Dịch vụ khác,Nguyễn Hồi Giang,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Phạm Ngọc Sơn,Dịch vụ khác,Phạm Ngọc Sơn,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đinh Thị Mỹ Trang,Dịch vụ khác,Đinh Thị Mỹ Trang,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Lưu Văn Thành,Dịch vụ khác,Lưu Văn Thành,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Bùi Khánh Đạt,Dịch vụ khác,Bùi Khánh Đạt,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đỗ Trọng Hùng,Dịch vụ khác,Đỗ Trọng Hùng,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Vũ Văn Đạt,Dịch vụ khác,Vũ Văn Đạt,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
CÔNG TY CỔ PHẦN BỒ CÂU,Đỗ Đức Báu,Dịch vụ khác,Đỗ Đức Báu,Hà Nội,Cầy Giấy,Quan Hoa,93 Cầu Giấy,,,,
HKD NHA KHOA BẢO NGỌC,NHA KHOA BẢO NGỌC,Dịch vụ khác,NHA KHOA BẢO NGỌC,Thanh Hóa,Thanh Hóa,Trường Thi,Số 238 Đội Cung,,,,
HKD NGUYỄN THỊ NGỌC,CAFE NGOC,Quán café,CAFE NGOC,Thanh Hóa,Thanh Hóa,Trường Thi,Số 21 Quán Giò,,,,
HKD ĐỖ THỊ DUNG,SHOP FASHION,Thời trang,SHOP FASHION,Thanh Hóa,Thanh Hóa,Tân Sơn,Quầy 2C258+259+260+261 Chợ Tây Thành,,,,
HKD NGUYỄN MẠNH HÙNG,MẠNH HÙNG,Thời trang,MẠNH HÙNG,Nghệ An,Vinh,Hồng Sơn,Chợ Vinh,,,,
HKD NGUYỄN MẠNH HÙNG,MẠNH HÙNG,Thời trang,MẠNH HÙNG,Nghệ An,Vinh,Lê Lợi,Chợ Ga,,,,
HKD NGUYỄN MẠNH HÙNG,MẠNH HÙNG,Thời trang,MẠNH HÙNG,Nghệ An,Nam Đàn,Vân Diên,Chợ Sen,,,,
HKD LÊ THỊ THÙY LINH,MINH ANH,Thời trang,MINH ANH,Nghệ An,Vinh,Lê Mao,"Số 2 Lê Mao,",,,,
HKD PHẠM VĂN LỄ,VĂN LỄ,Thời trang,VĂN LỄ,Nghệ An,Vinh,Hà Huy Tập,Chợ Phong Toàn,,,,
HKD PHẠM VĂN LỄ,VĂN LỄ,Thời trang,VĂN LỄ,Nghệ An,Vinh,Hưng Dũng,Chợ Hưng Dũng,,,,
HKD PHẠM VĂN LỄ,VĂN LỄ,Thời trang,VĂN LỄ,Nghệ An,Hưng Nguyễn,Hưng Chính,Hưng Chính,,,,
HKD TRẦN XUÂN ANH,ĐỨC HƯƠNG,Dịch vụ khác,ĐỨC HƯƠNG,Thanh Hóa,Thanh Hóa,Lam Sơn,Số 156 Lê Hữu Lập,,,,
HKD TRẦN XUÂN ANH,NGỌC SƠN,Dịch vụ khác,NGỌC SƠN,Thanh Hóa,Thanh Hóa,Ba Đình,Số 47 Lê Phụng Hiểu,,,,
HKD ẢNH VIỆN ÁO CƯỚI NGỌC TRANG,NGỌC TRANG,Dịch vụ khác,NGỌC TRANG,Thanh Hóa,Thanh Hóa,Ngọc Trạo,Số 515 Lê Hoàn,,,,
HKD ẢNH VIỆN ÁO CƯỚI NGỌC TRANG,THIỆN FOODS,Dịch vụ khác,THIỆN FOODS,Thanh Hóa,Thanh Hóa,Ba Đình,Số 115 Hàn Thuyên,,,,
HKD CƯỜNG THẮNG,RỒNG XANH,Siêu thị - Cửa hàng tạp hóa,RỒNG XANH,Thanh Hóa,Thanh Hóa,Ngọc Trạo,"Khách sạn Thanh Hóa, số 25A Quang Trung",,,,
HKD NGÔ THỊ THU TRANG,YELLOW,Siêu thị - Cửa hàng tạp hóa,YELLOW,Thanh Hóa,Thanh Hóa,Lam Sơn,Số 224 Lê Hoàn,,,,
HKD NGUYỄN THỊ CÚC,XINH SHOP,Mua sắm,XINH SHOP,Thanh Hóa,Thanh Hóa,Ba Đình,37 Nguyễn Trãi,,,,
HKD BÙI THỊ LOAN,THỦY LOAN,Thực phẩm sạch,THỦY LOAN,Thanh Hóa,Thanh Hóa,Nam Ngạn,Chợ Bắc Cầu Sâng,,,,
HKD NGUYỄN TẤT QUANG,SALON TÓC HÙNG LOAN,Dịch vụ khác,SALON TÓC HÙNG LOAN,Nghệ An,Vinh,Kim Liên,Xóm Liên Sơn 1,,,,
HKD NGUYỄN TẤT QUANG,ÁO CƯỚI HIỀN HIẾU,Dịch vụ khác,ÁO CƯỚI HIỀN HIẾU,Nghệ An,Vinh,Kim Liên,Xóm Liên Sơn 1,,,,
HKD NGUYỄN TẤT QUANG,QUẦN ÁO YÊN ĐỊNH,Dịch vụ khác,QUẦN ÁO YÊN ĐỊNH,Nghệ An,Vinh,Kim Liên,Xóm Liên Sơn 1,,,,
